"VisitDate";"UserID";"VisitID";"Source";"OrderID"
"2012-02-23";"LMN000124";"1";"seo :: google :: lastminute";""
"2012-07-24";"LMN000124";"2";"ppc_FR_theaters in london";""
"2012-11-28";"LMN000125";"1";"";""
"2012-05-29";"LMN000129";"1";"";""
"2012-02-28";"LMN000131";"1";"";""
"03/03/2012";"LMN000131";"2";"";""
"09/14/2012";"LMN000134";"1";"seo :: google :: car hire";""
"2012-05-20";"LMN000136";"1";"";""
"2012-10-18";"LMN000136";"2";"";""
"2012-12-13";"LMN000136";"3";"";""
"2012-05-15";"LMN000137";"1";"";""
"2012-04-13";"LMN000139";"1";"seo :: google :: theaters in london";""
"2012-08-23";"LMN000139";"2";"seo :: google :: last minute";""
"2012-02-04";"LMN000141";"1";"seo :: bing :: theaters in london";""
"2012-08-14";"LMN000150";"1";"";""
"08/28/2012";"LMN000150";"2";"seo :: google :: hotels";""
"2012-11-27";"LMN000150";"3";"ppc_IT_lastminut";""
"2012-04-16";"LMN000154";"1";"";""
"2012-06-29";"LMN000155";"1";"seo :: google :: last minute";""
"2012-05-25";"LMN000158";"1";"seo :: google :: last minute";"10816467"
"11/30/2012";"LMN000158";"2";"seo :: google :: lastminute com";""
"2012-10-25";"LMN000161";"1";"seo :: baidu :: flights";""
"05/24/2012";"LMN000162";"1";"";""
"2012-12-21";"LMN000163";"1";"";""
"09/13/2012";"LMN000164";"1";"";""
"10/24/2012";"LMN000167";"1";"ppc_UK_hotels";""
"2012-08-27";"LMN000168";"1";"";""
"09/17/2012";"LMN000169";"1";"seo :: bing :: fligts to london";""
"2012-09-18";"LMN000169";"2";"seo :: google :: theaters in london";""
"2012-09-07";"LMN000170";"1";"seo :: bing :: cheap hotel rooms";""
"2012-12-13";"LMN000172";"1";"";""
"2012-02-10";"LMN000174";"1";"ppc_FR_flights";""
"2012-09-01";"LMN000174";"2";"seo :: google :: hotels";""
"12/06/2012";"LMN000175";"1";"seo :: google :: flights";""
"2012-01-02";"LMN000176";"1";"";""
"2012-04-07";"LMN000181";"1";"seo :: google :: flights";""
"2012-08-27";"LMN000181";"2";"";""
"2012-12-16";"LMN000185";"1";"";""
"2012-09-28";"LMN000186";"1";"";""
"04/25/2012";"LMN000191";"1";"ppc_UK_car hire";""
"08/06/2012";"LMN000192";"1";"ppc_UK_hotels";""
"12/15/2012";"LMN000192";"2";"";""
"2012-02-02";"LMN000195";"1";"seo :: google :: last minute";""
"2012-06-12";"LMN000197";"1";"seo :: google :: lastminute.com";""
"2012-05-03";"LMN000198";"1";"";""
"2012-08-26";"LMN000199";"1";"";""
"09/03/2012";"LMN000199";"2";"seo :: google :: flights";""
"10/03/2012";"LMN000201";"1";"ppc_IT_car hire in amsterdam";""
"09/14/2012";"LMN000202";"1";"";""
"2012-12-13";"LMN000203";"1";"ppc_IT_holidays";""
"11/30/2012";"LMN000206";"1";"";""
"2012-12-11";"LMN000206";"2";"";""
"2012-08-18";"LMN000210";"1";"";""
"2012-11-15";"LMN000210";"2";"";""
"12/22/2012";"LMN000210";"3";"seo :: google :: lastminute";""
"2012-04-06";"LMN000211";"1";"seo :: google :: last minute";""
"09/30/2012";"LMN000211";"2";"ppc_FR_hotels";"10661163"
"2012-01-12";"LMN000213";"1";"ppc_FR_flights";""
"2012-11-30";"LMN000213";"2";"seo :: yahoo :: cheap holidays";""
"02/07/2012";"LMN000215";"1";"ppc_UK_cheap holidays";""
"2012-04-29";"LMN000216";"1";"";""
"2012-04-20";"LMN000219";"1";"";""
"2012-09-06";"LMN000223";"1";"seo :: bing :: lastminute";""
"01/21/2012";"LMN000224";"1";"seo :: yahoo :: lastminute";""
"11/29/2012";"LMN000226";"1";"seo :: baidu :: cheap hotel rooms";""
"2012-01-22";"LMN000229";"1";"seo :: google :: car hire";""
"2012-09-27";"LMN000232";"1";"seo :: google :: lastminute";""
"2012-04-09";"LMN000235";"1";"seo :: google :: hotels";""
"2012-04-18";"LMN000236";"1";"seo :: google :: cheap holidays";""
"08/01/2012";"LMN000236";"2";"ppc_UK_last minute";""
"2012-09-28";"LMN000236";"3";"seo :: google :: lastminute";""
"10/16/2012";"LMN000236";"4";"seo :: google :: last minute";""
"2012-08-28";"LMN000239";"1";"";""
"04/08/2012";"LMN000240";"1";"seo :: yahoo :: lastminute";""
"2012-12-04";"LMN000242";"1";"seo :: bing :: hotels";""
"2012-01-02";"LMN000245";"1";"";""
"2012-01-16";"LMN000248";"1";"";""
"2012-05-05";"LMN000254";"1";"seo :: google :: last minute";""
"2012-12-06";"LMN000257";"1";"";""
"2012-12-05";"LMN000258";"1";"seo :: google :: last minute";""
"2012-06-04";"LMN000263";"1";"";""
"2012-11-18";"LMN000266";"1";"";""
"2012-09-10";"LMN000268";"1";"";""
"2012-11-07";"LMN000272";"1";"seo :: google :: holidays";""
"2012-12-04";"LMN000272";"2";"seo :: google :: holidays";""
"2012-07-03";"LMN000273";"1";"ppc_ES_lastminut";""
"02/09/2012";"LMN000274";"1";"";""
"04/22/2012";"LMN000276";"1";"seo :: google :: last minute";""
"2012-03-27";"LMN000279";"1";"";""
"2012-10-30";"LMN000280";"1";"";""
"2012-07-01";"LMN000287";"1";"seo :: google :: car hire";""
"2012-04-07";"LMN000288";"1";"";""
"12/16/2012";"LMN000289";"1";"ppc_FR_new york city break";""
"2012-12-27";"LMN000289";"2";"";""
"2012-02-21";"LMN000292";"1";"seo :: google :: last minute";""
"2012-10-08";"LMN000293";"1";"";""
"2012-12-10";"LMN000294";"1";"";""
"2012-08-01";"LMN000296";"1";"seo :: baidu :: hotels";""
"2012-08-11";"LMN000297";"1";"seo :: google :: holidays";""
"2012-07-12";"LMN000298";"1";"";""
"2012-11-08";"LMN000303";"1";"";""
"2012-10-18";"LMN000307";"1";"seo :: google :: flights";""
"11/27/2012";"LMN000309";"1";"";""
"2012-03-16";"LMN000310";"1";"seo :: google :: lastminute";""
"09/03/2012";"LMN000312";"1";"ppc_FR_lastminute";""
"03/03/2012";"LMN000313";"1";"ppc_FR_lastminute";""
"09/18/2012";"LMN000315";"1";"ppc_FR_last minute";""
"2012-12-19";"LMN000315";"2";"ppc_IT_new york city break";""
"06/04/2012";"LMN000318";"1";"";""
"2012-07-15";"LMN000320";"1";"seo :: google :: lastminute com";""
"2012-07-22";"LMN000322";"1";"";""
"2012-09-06";"LMN000323";"1";"";""
"2012-06-12";"LMN000325";"1";"";""
"2012-03-26";"LMN000326";"1";"";""
"2012-02-23";"LMN000327";"1";"seo :: google :: last minute";""
"07/07/2012";"LMN000330";"1";"seo :: bing :: lastminute com";""
"2012-01-25";"LMN000331";"1";"";""
"2012-02-18";"LMN000333";"1";"";"10635223"
"01/17/2012";"LMN000337";"1";"seo :: yahoo :: hotels";""
"2012-06-06";"LMN000341";"1";"";""
"2012-05-05";"LMN000342";"1";"seo :: google :: hotels";""
"02/09/2012";"LMN000345";"1";"seo :: google :: lastminut";""
"2012-09-18";"LMN000348";"1";"seo :: google :: last minute";""
"2012-12-10";"LMN000351";"1";"";""
"2012-11-07";"LMN000353";"1";"seo :: google :: lastminute";""
"2012-01-02";"LMN000355";"1";"ppc_ES_hotels";""
"07/27/2012";"LMN000355";"2";"seo :: google :: holidays";""
"2012-12-16";"LMN000360";"1";"seo :: google :: lastminute";""
"05/10/2012";"LMN000366";"1";"seo :: google :: cheap hotel rooms";""
"2012-09-09";"LMN000366";"2";"";""
"06/11/2012";"LMN000370";"1";"ppc_ES_cheap holidays";""
"2012-08-10";"LMN000371";"1";"";""
"2012-07-12";"LMN000374";"1";"seo :: google :: last minute";""
"2012-09-17";"LMN000375";"1";"";""
"2012-09-28";"LMN000378";"1";"";""
"05/06/2012";"LMN000379";"1";"seo :: google :: new york city break";""
"2012-12-31";"LMN000379";"2";"ppc_ES_car hire";""
"03/07/2012";"LMN000381";"1";"ppc_UK_flights";""
"2012-12-15";"LMN000385";"1";"ppc_UK_last minute";""
"07/18/2012";"LMN000386";"1";"seo :: yahoo :: lastminute";""
"2012-01-20";"LMN000388";"1";"";""
"2012-05-27";"LMN000391";"1";"seo :: bing :: holidays";""
"10/20/2012";"LMN000394";"1";"seo :: google :: lastminute";""
"2012-01-07";"LMN000398";"1";"";""
"05/20/2012";"LMN000399";"1";"seo :: yahoo :: last minute";""
"05/23/2012";"LMN000406";"1";"seo :: google :: car hire";""
"2012-04-02";"LMN000407";"1";"seo :: baidu :: lastminute com";""
"2012-04-28";"LMN000408";"1";"seo :: google :: lastminute";""
"2012-07-01";"LMN000408";"2";"seo :: google :: cheap holidays";""
"09/28/2012";"LMN000409";"1";"ppc_IT_lastminute.com";""
"2012-11-12";"LMN000409";"2";"";""
"2012-12-31";"LMN000413";"1";"seo :: google :: flights";""
"01/09/2012";"LMN000415";"1";"seo :: google :: lastminute.com";"10297668"
"2012-02-05";"LMN000418";"1";"";""
"2012-02-22";"LMN000419";"1";"";""
"2012-09-16";"LMN000419";"2";"";""
"2012-10-25";"LMN000423";"1";"seo :: google :: car hire in amsterdam";""
"2012-06-20";"LMN000425";"1";"ppc_UK_fligts to london";""
"2012-10-22";"LMN000425";"2";"seo :: google :: lastminute";""
"2012-06-21";"LMN000428";"1";"";""
"2012-07-14";"LMN000428";"2";"seo :: google :: last minute";""
"2012-09-10";"LMN000428";"3";"ppc_IT_last minute";""
"09/17/2012";"LMN000428";"4";"";""
"2012-05-27";"LMN000429";"1";"";""
"2012-08-01";"LMN000429";"2";"ppc_UK_lastminute";""
"2012-10-07";"LMN000429";"3";"seo :: google :: lastminute";""
"2012-12-24";"LMN000430";"1";"seo :: google :: car hire";""
"2012-11-10";"LMN000431";"1";"seo :: google :: last minute";""
"02/09/2012";"LMN000435";"1";"";""
"2012-04-14";"LMN000437";"1";"ppc_FR_hotels";""
"2012-08-29";"LMN000438";"1";"seo :: google :: lastminutecom";"10639892"
"12/22/2012";"LMN000439";"1";"seo :: google :: car hire in amsterdam";""
"2012-02-18";"LMN000441";"1";"";""
"02/19/2012";"LMN000442";"1";"seo :: baidu :: last minute";""
"2012-09-30";"LMN000442";"2";"";""
"2012-02-12";"LMN000443";"1";"seo :: google :: flights";""
"2012-09-20";"LMN000445";"1";"";""
"2012-09-13";"LMN000446";"1";"seo :: yahoo :: lastminute";""
"2012-11-17";"LMN000447";"1";"";""
"10/20/2012";"LMN000448";"1";"";""
"2012-11-10";"LMN000448";"2";"seo :: google :: lastminute.com";"10710113"
"2012-10-22";"LMN000449";"1";"ppc_ES_flights";""
"2012-06-29";"LMN000450";"1";"";""
"2012-12-15";"LMN000455";"1";"ppc_UK_last minute";""
"2012-05-28";"LMN000456";"1";"";""
"2012-07-18";"LMN000456";"2";"seo :: google :: hotels";""
"09/28/2012";"LMN000458";"1";"";""
"2012-01-02";"LMN000459";"1";"seo :: google :: lastminut";""
"08/31/2012";"LMN000459";"2";"";""
"01/16/2012";"LMN000462";"1";"";""
"12/22/2012";"LMN000462";"2";"seo :: google :: last minute";""
"2012-10-08";"LMN000463";"1";"";""
"2012-10-03";"LMN000464";"1";"";""
"2012-03-08";"LMN000465";"1";"";""
"2012-07-28";"LMN000466";"1";"seo :: google :: lastminute";""
"2012-01-18";"LMN000467";"1";"ppc_UK_lastminute.com";""
"08/20/2012";"LMN000471";"1";"";""
"2012-08-26";"LMN000472";"1";"seo :: google :: hotels";""
"2012-12-04";"LMN000473";"1";"ppc_FR_new york city break";""
"2012-08-08";"LMN000477";"1";"seo :: google :: lastminute";""
"2012-07-24";"LMN000478";"1";"";""
"08/27/2012";"LMN000481";"1";"seo :: google :: lastminute";""
"2012-09-28";"LMN000482";"1";"seo :: google :: flights";""
"12/15/2012";"LMN000484";"1";"ppc_FR_flights";"10878997"
"2012-10-21";"LMN000485";"1";"seo :: google :: hotels";""
"01/29/2012";"LMN000486";"1";"";""
"05/30/2012";"LMN000486";"2";"";""
"2012-08-11";"LMN000486";"3";"seo :: bing :: lastminute.com";""
"2012-08-31";"LMN000490";"1";"";""
"2012-04-06";"LMN000492";"1";"ppc_IT_lastminute.com";""
"02/05/2012";"LMN000495";"1";"";""
"2012-12-29";"LMN000499";"1";"seo :: google :: last minute";""
"11/13/2012";"LMN010002";"1";"";""
"2012-06-15";"LMN010003";"1";"";""
"2012-06-03";"LMN010006";"1";"";""
"2012-09-24";"LMN010006";"2";"ppc_UK_hotels";""
"2012-02-16";"LMN010009";"1";"";""
"2012-06-16";"LMN010009";"2";"ppc_UK_holidays";""
"2012-07-07";"LMN010009";"3";"";""
"08/07/2012";"LMN010012";"1";"seo :: bing :: last minute";""
"2012-01-23";"LMN010013";"1";"seo :: google :: theaters in london";"10096008"
"2012-10-28";"LMN010013";"2";"";""
"2012-12-13";"LMN010013";"3";"seo :: bing :: last minute";""
"2012-02-05";"LMN010016";"1";"seo :: google :: lastminute.com";""
"2012-06-15";"LMN010016";"2";"";""
"2012-12-24";"LMN010016";"3";"";""
"05/02/2012";"LMN010017";"1";"ppc_IT_flights";""
"2012-10-12";"LMN010018";"1";"ppc_UK_last minute";""
"2012-06-26";"LMN010019";"1";"";""
"02/07/2012";"LMN010022";"1";"";""
"07/01/2012";"LMN010022";"2";"seo :: google :: lastminute.com";""
"2012-10-16";"LMN010026";"1";"seo :: google :: last minute";""
"05/11/2012";"LMN010031";"1";"seo :: google :: lastminute";""
"2012-11-04";"LMN010033";"1";"";""
"08/04/2012";"LMN010035";"1";"ppc_ES_holidays";""
"2012-06-09";"LMN010042";"1";"";""
"2012-12-19";"LMN010042";"2";"seo :: google :: cheap holidays";""
"2012-08-11";"LMN010043";"1";"";""
"2012-08-26";"LMN010045";"1";"";""
"11/30/2012";"LMN010046";"1";"ppc_ES_car hire";""
"2012-03-13";"LMN010047";"1";"ppc_UK_lastminute";""
"11/21/2012";"LMN010048";"1";"";""
"2012-04-24";"LMN010049";"1";"seo :: google :: hotels";""
"03/08/2012";"LMN010051";"1";"";""
"02/04/2012";"LMN010057";"1";"";""
"2012-10-30";"LMN010062";"1";"seo :: google :: car hire in amsterdam";""
"2012-11-26";"LMN010062";"2";"seo :: google :: flights";""
"04/20/2012";"LMN010065";"1";"seo :: yahoo :: flights";""
"06/26/2012";"LMN010075";"1";"ppc_UK_new york city break";""
"2012-01-22";"LMN010077";"1";"seo :: google :: hotels";"10154571"
"05/18/2012";"LMN010078";"1";"";""
"2012-11-17";"LMN010079";"1";"";""
"07/21/2012";"LMN010080";"1";"";""
"2012-10-22";"LMN010080";"2";"ppc_ES_hotels";""
"2012-04-21";"LMN010083";"1";"ppc_FR_cheap hotel rooms";""
"04/09/2012";"LMN010087";"1";"seo :: google :: lastminut";""
"2012-08-11";"LMN010089";"1";"seo :: yahoo :: hotels";""
"09/13/2012";"LMN010095";"1";"";""
"2012-09-05";"LMN010098";"1";"seo :: bing :: last minute";""
"2012-12-17";"LMN010098";"2";"";""
"2012-02-04";"LMN010099";"1";"";"10933746"
"08/25/2012";"LMN010100";"1";"";""
"2012-12-07";"LMN010100";"2";"ppc_UK_last minute";""
"2012-11-12";"LMN010102";"1";"seo :: google :: hotels";""
"2012-03-15";"LMN010106";"1";"";""
"2012-02-19";"LMN010110";"1";"";""
"10/05/2012";"LMN010114";"1";"";""
"2012-07-12";"LMN010116";"1";"seo :: google :: hotels";""
"05/22/2012";"LMN010117";"1";"";""
"2012-06-11";"LMN010117";"2";"seo :: google :: hotels";""
"2012-09-12";"LMN010122";"1";"seo :: google :: hotels";""
"2012-02-11";"LMN010125";"1";"seo :: google :: hotels";""
"2012-01-30";"LMN010126";"1";"seo :: baidu :: hotels";""
"2012-10-22";"LMN010126";"2";"";""
"2012-01-29";"LMN010128";"1";"";""
"02/22/2012";"LMN010128";"2";"seo :: google :: hotels";""
"03/21/2012";"LMN010131";"1";"ppc_UK_holidays";""
"07/29/2012";"LMN010132";"1";"seo :: google :: lastminute";""
"01/23/2012";"LMN010134";"1";"ppc_UK_hotels";""
"05/24/2012";"LMN010134";"2";"";""
"2012-02-18";"LMN010137";"1";"";""
"2012-10-08";"LMN010138";"1";"";""
"2012-12-31";"LMN010140";"1";"seo :: google :: lastminute";""
"2012-06-09";"LMN010142";"1";"";""
"2012-11-30";"LMN010143";"1";"seo :: google :: hotels";""
"05/28/2012";"LMN010147";"1";"";""
"02/24/2012";"LMN010150";"1";"";""
"2012-07-17";"LMN010150";"2";"seo :: bing :: car hire";""
"2012-11-04";"LMN010150";"3";"ppc_UK_car hire";""
"2012-05-31";"LMN010151";"1";"seo :: google :: last minute";""
"2012-10-25";"LMN010154";"1";"seo :: yahoo :: lastminute";""
"2012-08-09";"LMN010160";"1";"seo :: yahoo :: hotels";""
"09/07/2012";"LMN010162";"1";"";""
"10/07/2012";"LMN010164";"1";"ppc_FR_hotels; lastminute";""
"12/15/2012";"LMN010171";"1";"seo :: google :: last minute";""
"2012-02-11";"LMN010174";"1";"";""
"12/11/2012";"LMN010175";"1";"seo :: yahoo :: lastminute";""
"2012-11-03";"LMN010176";"1";"";""
"2012-11-16";"LMN010177";"1";"seo :: google :: last minute";""
"08/11/2012";"LMN010180";"1";"";""
"2012-09-23";"LMN010181";"1";"";""
"2012-10-09";"LMN010181";"2";"";""
"2012-12-06";"LMN010181";"3";"";""
"05/05/2012";"LMN010183";"1";"";""
"2012-06-05";"LMN010184";"1";"";""
"2012-02-23";"LMN010186";"1";"seo :: google :: last minute";""
"2012-10-11";"LMN010186";"2";"ppc_UK_hotels";""
"10/16/2012";"LMN010186";"3";"";""
"02/23/2012";"LMN010190";"1";"seo :: google :: cheap hotel rooms";""
"2012-09-19";"LMN010190";"2";"ppc_UK_lastminute";""
"2012-02-04";"LMN010191";"1";"";""
"05/04/2012";"LMN010191";"2";"seo :: google :: hotels";""
"2012-05-26";"LMN010191";"3";"";""
"2012-02-05";"LMN010194";"1";"seo :: baidu :: car hire";""
"09/14/2012";"LMN010195";"1";"";""
"2012-09-28";"LMN010195";"2";"";""
"05/07/2012";"LMN010198";"1";"seo :: yahoo :: lastminute";""
"2012-01-21";"LMN010199";"1";"";""
"2012-06-15";"LMN010199";"2";"seo :: google :: lastminutecom";""
"2012-09-01";"LMN010200";"1";"";""
"2012-02-25";"LMN010202";"1";"seo :: google :: hotels";""
"2012-08-03";"LMN010203";"1";"seo :: bing :: lastminute";""
"2012-07-13";"LMN010208";"1";"ppc_UK_cheap hotel rooms";""
"2012-04-09";"LMN010212";"1";"seo :: google :: lastminute";"10507751"
"2012-09-21";"LMN010214";"1";"ppc_ES_lastminute";"10104431"
"06/04/2012";"LMN010216";"1";"";""
"06/27/2012";"LMN010225";"1";"seo :: google :: lastminute";""
"2012-11-30";"LMN010228";"1";"ppc_ES_hotels";""
"2012-01-12";"LMN010230";"1";"";""
"2012-01-29";"LMN010232";"1";"seo :: google :: lastminut";""
"2012-12-16";"LMN010233";"1";"";""
"2012-02-27";"LMN010235";"1";"";""
"2012-11-10";"LMN010235";"2";"";""
"04/21/2012";"LMN010237";"1";"seo :: google :: lastminute";""
"2012-03-04";"LMN010238";"1";"seo :: google :: new york city break";""
"08/28/2012";"LMN010240";"1";"seo :: baidu :: lastminute com";""
"06/24/2012";"LMN010242";"1";"ppc_UK_holidays";""
"2012-01-13";"LMN010244";"1";"";""
"2012-04-19";"LMN010244";"2";"";""
"02/08/2012";"LMN010249";"1";"ppc_FR_lastminut";""
"2012-11-13";"LMN010250";"1";"seo :: google :: lastminute com";""
"2012-11-30";"LMN010253";"1";"seo :: google :: last minute";""
"2012-12-08";"LMN010255";"1";"seo :: google :: car hire";""
"11/13/2012";"LMN010256";"1";"ppc_UK_fligts to london";""
"01/15/2012";"LMN010258";"1";"";""
"2012-09-28";"LMN010258";"2";"";""
"09/26/2012";"LMN010260";"1";"ppc_UK_last minute";""
"2012-11-09";"LMN010263";"1";"seo :: google :: lastminute.com";""
"2012-09-16";"LMN010265";"1";"";""
"2012-06-19";"LMN010267";"1";"seo :: google :: lastminute";""
"01/30/2012";"LMN010270";"1";"";""
"03/16/2012";"LMN010271";"1";"";""
"2012-08-13";"LMN010272";"1";"seo :: google :: last minute";""
"2012-08-03";"LMN010274";"1";"seo :: google :: lastminutecom";""
"2012-09-17";"LMN010275";"1";"ppc_IT_hotels";""
"11/09/2012";"LMN010276";"1";"";""
"2012-01-12";"LMN010277";"1";"ppc_FR_fligts to london";""
"11/10/2012";"LMN010287";"1";"";""
"2012-11-26";"LMN010287";"2";"seo :: google :: theaters in london";""
"09/11/2012";"LMN010291";"1";"seo :: google :: last minute; cheap holidays";""
"08/23/2012";"LMN010296";"1";"seo :: google :: last minute";""
"12/31/2012";"LMN010296";"2";"ppc_ES_last minute";""
"2012-04-26";"LMN010299";"1";"seo :: baidu :: new york city break";""
"2012-12-31";"LMN010299";"2";"";""
"2012-10-08";"LMN010300";"1";"seo :: google :: lastminut";""
"2012-12-02";"LMN010302";"1";"seo :: yahoo :: lastminute";""
"2012-01-15";"LMN010310";"1";"";""
"2012-03-15";"LMN010310";"2";"seo :: google :: lastminutecom";""
"03/31/2012";"LMN010312";"1";"seo :: google :: last minute";""
"04/06/2012";"LMN010314";"1";"seo :: google :: hotels";""
"2012-10-02";"LMN010314";"2";"";""
"2012-09-16";"LMN010317";"1";"ppc_FR_last minute";""
"05/08/2012";"LMN010318";"1";"ppc_FR_flights";""
"2012-12-03";"LMN010320";"1";"";""
"2012-12-07";"LMN010323";"1";"seo :: google :: hotels";""
"2012-05-08";"LMN010324";"1";"";""
"10/12/2012";"LMN010324";"2";"";""
"2012-04-16";"LMN010327";"1";"seo :: baidu :: lastminute";""
"2012-11-16";"LMN010330";"1";"";""
"10/09/2012";"LMN010331";"1";"";""
"08/13/2012";"LMN010332";"1";"ppc_IT_lastminute";""
"2012-09-14";"LMN010334";"1";"seo :: google :: last minute";""
"09/28/2012";"LMN010340";"1";"";""
"2012-09-03";"LMN010342";"1";"";""
"2012-05-15";"LMN010343";"1";"";""
"2012-07-10";"LMN010345";"1";"";""
"07/05/2012";"LMN010347";"1";"seo :: google :: flights";""
"08/11/2012";"LMN010347";"2";"ppc_UK_lastminute";""
"2012-04-09";"LMN010351";"1";"";""
"2012-05-24";"LMN010352";"1";"ppc_FR_hotels";""
"2012-02-25";"LMN010358";"1";"";""
"2012-06-21";"LMN010362";"1";"ppc_ES_last minute";""
"2012-02-07";"LMN010364";"1";"ppc_UK_holidays";""
"2012-05-14";"LMN010371";"1";"seo :: google :: lastminute";""
"2012-03-19";"LMN010378";"1";"ppc_FR_car hire";""
"2012-06-25";"LMN010379";"1";"ppc_IT_hotels";""
"2012-03-27";"LMN010380";"1";"seo :: google :: car hire";""
"2012-04-05";"LMN010385";"1";"seo :: bing :: lastminute.com";""
"2012-01-30";"LMN010387";"1";"";""
"12/16/2012";"LMN010387";"2";"";""
"2012-08-09";"LMN010389";"1";"seo :: google :: holidays";""
"2012-12-24";"LMN010392";"1";"seo :: baidu :: holidays";""
"2012-07-05";"LMN010393";"1";"seo :: google :: lastminute";""
"2012-07-26";"LMN010395";"1";"seo :: google :: lastminute.com";""
"2012-11-24";"LMN010398";"1";"";""
"08/12/2012";"LMN010401";"1";"seo :: google :: lastminut";""
"05/17/2012";"LMN010402";"1";"";""
"07/09/2012";"LMN010404";"1";"";""
"2012-10-10";"LMN010405";"1";"";""
"2012-12-07";"LMN010407";"1";"";""
"04/24/2012";"LMN010411";"1";"";""
"04/12/2012";"LMN010412";"1";"seo :: google :: lastminute com";""
"2012-06-30";"LMN010412";"2";"";""
"2012-02-07";"LMN010413";"1";"ppc_UK_car hire";""
"2012-03-26";"LMN010416";"1";"seo :: google :: lastminute";""
"06/29/2012";"LMN010416";"2";"";""
"11/21/2012";"LMN010418";"1";"seo :: google :: holidays";""
"2012-08-16";"LMN010420";"1";"seo :: google :: cheap hotel rooms";""
"2012-09-17";"LMN010424";"1";"seo :: google :: last minute";""
"2012-10-28";"LMN010424";"2";"";""
